-6.36849 0.983567 -5.80878 -10.9449 -16.6091 -11.0086 -2.96202 0.497263 -13.6237 -9.28053 -2.32251 1.69034 38.1507
-4.36608 0.758798 -3.43198 -18.5336 -13.0645 -10.7687 -7.27656 -2.45037 -11.5046 -3.54141 -5.22764 0.829453 39.1968
-5.25462 0.292709 -4.71449 -14.3118 -12.0165 -14.8361 -4.87337 1.00232 -10.0761 -12.5861 -9.5897 -1.73038 39.3614
-5.52641 -0.632318 -6.95326 -11.8944 -12.0395 -10.7664 -5.8389 -0.139112 -13.0455 -5.3957 -7.96927 -9.15576 41.0085
-4.66568 -1.20043 -5.77625 -11.7172 -14.3124 -10.1354 -4.4496 -1.61813 -12.5763 -4.46756 -9.29011 -4.70613 41.4149
-6.97671 1.5512 -5.502 -14.9756 -10.5937 -11.8171 -3.29696 -9.81589 -2.77345 -7.74513 -10.9687 -2.66924 42.4571
-12.7256 -2.32305 -5.80687 -18.735 -5.2303 -10.0901 -1.69352 -19.9008 8.22787 -15.4111 -9.76878 -3.7871 48.4106
-14.8568 -5.07999 -9.59348 -17.557 -6.94024 -8.90167 -4.7966 -18.4084 6.88012 -15.4239 -11.2647 -4.19548 52.2543
-14.5868 -7.64855 -10.6756 -15.4884 -7.42338 -2.34151 -0.854093 -18.2867 6.82878 -8.96801 -8.56155 -0.257491 55.5005
-15.7205 -11.0834 -11.5581 -17.0263 -5.79637 1.72724 -0.712352 -17.2247 3.81083 -6.72691 -9.57718 1.25897 57.7865
-15.9526 -12.8962 -10.9853 -15.708 -8.02308 -1.14117 -2.81471 -19.8624 2.33739 -6.21892 -11.2598 -0.218037 58.6639
-14.542 -12.4691 -9.25096 -11.3479 -4.23656 -1.38869 1.88646 -17.8427 5.9747 0.305593 -7.88656 -0.0694219 58.7122
-14.651 -14.6901 -9.91922 -11.6941 -6.82849 -4.79545 -0.576271 -18.8135 3.1728 -1.7062 -7.07821 -3.48343 58.6049
-15.7336 -15.6276 -11.5962 -10.4849 -6.79634 -6.88155 -0.451011 -18.7341 3.40695 -1.18302 -4.73875 -4.08097 58.8296
-16.014 -16.6397 -13.1105 -9.27041 -7.23391 -7.36823 0.19837 -16.9605 2.72233 1.78925 -4.22339 -3.02567 58.8958
-14.1358 -16.7948 -10.9758 -5.95697 -5.45658 -6.00601 4.47377 -14.3054 1.865 3.38053 -2.2804 -3.35608 59.2167
-15.0027 -18.2132 -12.8656 -6.33521 -5.66488 -9.0464 2.09437 -15.7648 0.0380581 2.97235 -1.65387 -4.23387 58.6246
-13.7774 -17.9428 -13.2392 -5.51518 -5.3486 -9.02667 1.48873 -14.435 0.19572 0.911865 -1.03018 -4.24338 58.8586
-13.6903 -18.7124 -14.5082 -5.9394 -4.73144 -10.7263 3.08534 -14.754 -1.1016 -0.236126 0.358272 -5.4753 58.5526
-12.9642 -20.1487 -15.2601 -7.25577 -3.44042 -13.055 2.44293 -15.3705 -1.75503 -0.620165 0.863498 -4.64909 57.9207
-11.8546 -19.039 -15.4601 -4.24325 -3.54045 -12.7021 3.817 -12.0716 -2.79561 -0.792924 0.416174 -2.66266 57.8704
-12.2527 -20.3479 -18.1709 -6.43465 -2.18758 -15.6904 4.72159 -10.6426 -3.09123 -3.12413 1.30511 -0.789191 57.4777
-11.0066 -20.8669 -19.7596 -6.77814 -3.85715 -15.0629 1.7887 -9.03432 -4.44875 -6.05074 -0.590773 -0.109896 56.5113
-11.1877 -21.6078 -22.2219 -8.4553 -3.93091 -17.403 -1.77634 -6.17313 -7.52797 -7.75712 -2.204 -0.982256 55.875
-7.54797 -18.9545 -17.4113 -3.64289 2.6027 -13.1149 5.49984 0.455865 1.14435 -3.77385 4.0264 6.5214 55.9611
-8.33273 -20.9651 -22.6147 -6.42291 -1.94888 -15.7678 -0.0965745 -3.20582 0.785672 -7.40342 -4.23289 4.80121 54.2363
-6.46189 -17.997 -21.5432 -3.3559 1.80343 -17.6465 1.49719 2.27331 1.85086 -6.69465 -2.19651 4.14777 54.0991
-4.42436 -15.6563 -19.8834 -0.310242 3.54583 -14.3097 3.2672 3.36753 7.87621 -3.81575 -5.82859 8.94106 53.5203
-5.41551 -16.3735 -23.1714 -3.17503 -0.30738 -19.4271 -2.37829 -0.188091 4.23687 -6.82786 -8.16797 6.0313 51.9404
-4.98824 -14.8709 -23.3768 -2.64519 1.34309 -17.9104 -2.24746 1.25173 5.87746 -4.05553 -6.87509 3.29602 50.8022
-4.90808 -14.1771 -23.3531 -3.78948 -0.87744 -16.9701 -5.86872 0.00111321 1.2374 -2.39588 -9.499 0.0434337 49.1005
-3.17918 -11.9264 -23.1113 -3.34474 -0.111789 -14.2553 -11.5922 -1.7994 4.62878 -6.69 -12.0134 -1.89819 45.7768
-2.5982 -8.4815 -17.2702 0.406909 -1.60419 -14.1427 -16.1095 -5.60167 1.29715 -2.42684 -11.2586 -6.66642 42.5088
